DeviceName Voc(mV) Isc/(mA/cm2) FF(%) PCE(%) Concentration(mM) Annealing_T(°C) Molecular_Weight(u) Hydrogen_Bond_Donor_Count Hydrogen_Bond_Acceptor_Count Rotatable_Bond_Count Rigid_Bond_Count Topological_Polar_Surface_Area Complexity Heavy_Atom_Count Halide_fraction Heteroatom_carbon_ratio Heteroatom_count H_Count C_Count Cl_Count Br_Count I_Count
MEPEAI-15mM-100T-2-83-Re 1057.43 5.97 25.49 1.61 15 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-15mM-100T-2-85-Re 1085.34 8.29 32.19 2.9 15 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-15mM-100T-2-86-Re 1064.28 7.87 25.88 2.17 15 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-15mM-100T-2-87-Re 1061.62 7.64 24.71 2.01 15 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-15mM-100T-2-88-Re 1076.25 9.03 28.13 2.73 15 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-15mM-100T-3-89-Re 1014.93 4.04 19.68 0.81 15 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-15mM-100T-3-90-Re 1029.64 4.18 20.31 0.87 15 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-15mM-100T-3-91-Re 1020.2 5.07 19.84 1.03 15 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-15mM-100T-3-93-Re 1024.56 4.73 19.29 0.93 15 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-15mM-100T-3-94-Re 1010.52 4.26 18.46 0.79 15 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-15mM-100T-3-95-Re 1012.06 6.52 20.06 1.32 15 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-1-97-Re 1139.93 20.03 56.65 12.94 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-1-98-Re 1133.39 14.56 48.62 8.02 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-1-99-Re 1137.05 17.64 56.01 11.23 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-1-100-Re 1138.09 23.96 69.7 19.01 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-1-101-Re 1134.83 23.39 61.37 16.29 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-1-102-Re 1132.08 23.49 54.31 14.44 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-1-103-Re 1117.91 13.6 37.91 5.77 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-1-104-Re 1114.22 18.33 50.98 10.41 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-2-105-Re 1074.26 4.58 30.19 1.48 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-2-106-Re 1049.86 4.65 23.89 1.17 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-2-107-Re 1035.6 4.61 22.97 1.1 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-2-108-Re 1087.58 5.96 36.8 2.39 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-2-109-Re 1069.77 4.02 30.39 1.31 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-2-110-Re 1055.23 5.9 25.42 1.58 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-2-111-Re 1072.65 7.69 27.41 2.26 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-2-112-Re 1108.15 10.89 41.56 5.01 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-3-113-Re 1112.55 11.47 30.85 3.94 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-3-115-Re 1109.94 21.65 52.89 12.71 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-3-116-Re 1107.12 11.38 33.22 4.19 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-3-118-Re 1127.27 16.48 38.77 7.2 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-3-119-Re 1123.23 17.68 37.39 7.43 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-20T-3-120-Re 1116.87 13.22 34.57 5.11 10 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-1-121-Re 1115.46 12.35 40.44 5.57 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-1-122-Re 1087.27 7.8 31.15 2.64 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-1-123-Re 1015.94 2.7 18.05 0.5 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-1-124-Re 1078.78 5.58 33.7 2.03 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-1-125-Re 1037.6 4.02 21.56 0.9 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-1-126-Re 1024.33 3.85 20.27 0.8 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-1-127-Re 1090.23 8.64 37.88 3.57 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-1-128-Re 1087.63 5.29 37.66 2.17 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-2-129-Re 1118.89 11.07 40.08 4.97 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-2-130-Re 1125.5 13.19 40.18 5.97 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-2-131-Re 1106.38 7.96 34.87 3.07 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-2-132-Re 1091.29 7.24 32.84 2.59 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-2-134-Re 1030.32 2.87 21.76 0.64 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-2-135-Re 1071.09 5.75 26.26 1.62 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-2-136-Re 1120.66 13.67 39.73 6.09 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-3-137-Re 1130.7 12.93 48.45 7.09 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-3-138-Re 1118.49 7.97 43.38 3.87 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-3-139-Re 1101.85 7.27 37.06 2.97 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-3-142-Re 1095.68 5.96 35.2 2.3 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-3-143-Re 1096.02 5.63 36.11 2.23 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-10mM-100T-3-144-Re 1108.41 8.58 39.9 3.8 10 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-1-145-Re 1123.7 10.17 39.5 4.52 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-1-146-Re 1128.7 14.23 44.95 7.22 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-1-147-Re 1135.7 15.23 47.44 8.2 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-1-148-Re 1120.57 11.92 40.47 5.4 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-1-149-Re 1100.94 8.05 32.72 2.9 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-1-150-Re 1122.34 12.78 40.89 5.86 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-1-151-Re 1125.44 15.11 42.22 7.18 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-1-152-Re 1125.74 17.51 43.36 8.54 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-2-154-Re 1100.1 8.23 37.66 3.41 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-2-155-Re 1114.19 9.39 42.77 4.47 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-2-157-Re 1122.27 13.36 43.96 6.59 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-2-158-Re 1116.27 11.22 39.3 4.92 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-2-159-Re 1117.35 15.54 38.69 6.72 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-2-160-Re 1072.88 18.46 47.33 9.37 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-3-161-Re 1122.91 15.45 43.49 7.54 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-3-162-Re 1124.29 17.04 49.72 9.53 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-3-163-Re 1138.1 22.15 60.15 15.17 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-3-164-Re 1132.33 21.29 63.54 15.32 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-3-165-Re 1130.16 24.29 70.8 19.44 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-3-166-Re 1130.29 20.58 50.45 11.73 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-20T-3-167-Re 1119.82 16.35 42.04 7.7 5 20 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-1-169-Re 1098.25 11.61 40.59 5.17 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-1-170-Re 1096.25 7.28 39.53 3.15 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-1-171-Re 1092.62 7.11 38.44 2.99 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-1-172-Re 1087.26 8.16 37.16 3.3 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-1-173-Re 1089.8 8.05 38.52 3.38 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-1-174-Re 1058.32 11.21 35.82 4.25 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-1-175-Re 1084.92 10.94 38.3 4.54 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-1-176-Re 1081.34 11.09 40.03 4.8 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-2-177-Re 1094.07 7.87 33.08 2.85 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-2-178-Re 1083.01 6.46 31.19 2.18 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-2-179-Re 1083.67 6.44 32.44 2.26 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-2-180-Re 1104.33 13.78 45.68 6.95 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-2-181-Re 1055.69 5.74 24.98 1.51 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-2-182-Re 1072.41 6.86 28.23 2.08 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-2-183-Re 1073.76 7.8 31.96 2.68 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-2-184-Re 1087.34 14.0 39.66 6.04 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-3-185-Re 1098.96 0.32 7.3 0.03 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-3-186-Re 1066.76 0.58 14.42 0.09 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-3-187-Re 1107.63 0.51 14.97 0.08 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-3-188-Re 1067.88 0.44 15.24 0.07 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-3-190-Re 1100.73 0.46 13.14 0.07 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-3-191-Re 1105.71 0.44 13.05 0.06 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEAI-5mM-100T-3-192-Re 1112.52 0.52 12.26 0.07 5 100 263.1208 1 1 2 6 27.64 82.7291 11 0.4823 0.2222 2 14 9 0 0 1
MEPEABr-15mM-20T-1-193-Re 1113.12 9.74 4.7 0.51 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-1-194-Re 1106.79 12.58 42.51 5.92 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-1-195-Re 1103.51 11.91 37.22 4.89 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-1-197-Re 1105.14 9.42 43.47 4.53 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-1-198-Re 1107.36 9.63 38.44 4.1 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-1-199-Re 1109.22 12.61 40.97 5.73 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-1-200-Re 1122.02 17.06 46.64 8.93 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-2-201-Re 1095.69 21.3 76.6 17.87 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-2-202-Re 1097.23 10.97 40.89 4.92 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-2-203-Re 1108.53 7.14 41.03 3.25 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-2-204-Re 1104.04 8.14 41.06 3.69 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-2-205-Re 1105.01 7.73 41.31 3.53 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-2-206-Re 1120.43 12.94 42.57 6.17 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-2-207-Re 1111.26 12.36 39.99 5.49 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-2-208-Re 1116.28 21.51 77.76 18.67 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-3-209-Re 1137.18 10.17 41.15 4.76 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-3-210-Re 1150.29 16.02 55.18 10.17 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-3-211-Re 1147.85 19.17 59.99 13.2 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-3-212-Re 1143.05 16.67 55.29 10.54 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-3-213-Re 1124.23 23.06 57.91 15.01 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-3-214-Re 1133.94 21.24 62.09 14.95 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-3-215-Re 1123.48 13.14 42.6 6.29 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-20T-3-216-Re 1117.08 19.92 53.43 11.89 15 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-1-217-Re 1081.92 11.59 34.83 4.37 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-1-218-Re 1103.23 9.04 43.89 4.38 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-1-219-Re 1092.24 6.58 41.62 2.99 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-1-220-Re 1100.73 8.14 45.21 4.05 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-1-221-Re 1116.59 14.1 49.94 7.86 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-1-222-Re 1107.96 12.21 41.2 5.58 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-1-223-Re 1116.35 15.01 50.02 8.38 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-1-224-Re 1110.36 19.79 57.16 12.56 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-2-225-Re 1105.23 23.79 72.45 19.05 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-2-226-Re 1111.5 23.76 72.45 19.14 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-2-227-Re 1106.22 24.34 79.72 21.46 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-2-228-Re 1098.01 24.19 78.62 20.88 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-2-229-Re 1086.37 24.04 61.67 16.1 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-2-230-Re 1096.92 24.17 67.78 17.97 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-2-231-Re 1088.61 24.0 65.35 17.08 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-2-232-Re 1111.19 24.46 74.24 20.18 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-3-234-Re 1115.26 22.94 76.48 19.57 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-3-237-Re 1113.66 21.67 67.22 16.22 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-3-238-Re 1105.66 21.94 73.58 17.85 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-3-239-Re 1108.96 21.7 73.23 17.63 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-15mM-100T-3-240-Re 1085.06 21.49 61.93 14.44 15 100 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-1-241-Re 1137.35 24.22 79.64 21.93 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-1-242-Re 1137.92 24.18 78.78 21.68 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-1-243-Re 1143.89 24.52 79.04 22.17 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-1-244-Re 1150.34 24.5 76.45 21.54 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-1-245-Re 1151.71 24.27 74.63 20.86 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-1-246-Re 1133.08 24.4 76.72 21.21 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-1-247-Re 1127.51 24.37 76.33 20.98 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-1-248-Re 1126.04 24.11 75.1 20.39 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-2-250-Re 1108.11 20.72 74.93 17.21 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-2-251-Re 1136.88 21.26 79.79 19.29 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-2-252-Re 1118.13 21.52 78.85 18.97 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-2-253-Re 1114.86 22.1 77.92 19.2 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-2-254-Re 1142.11 21.82 79.43 19.8 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
MEPEABr-10mM-20T-2-255-Re 1138.55 21.61 80.73 19.86 10 20 216.1203 1 1 2 6 27.64 82.7291 11 0.3697 0.2222 2 14 9 0 1 0
