DeviceName Voc(mV) Isc/(mA/cm2) FF(%) PCE(%) Concentration(mM) Annealing_T(°C) Molecular_Weight(u) Hydrogen_Bond_Donor_Count Hydrogen_Bond_Acceptor_Count Rotatable_Bond_Count Rigid_Bond_Count Topological_Polar_Surface_Area Complexity Heavy_Atom_Count Halide_fraction Heteroatom_carbon_ratio Heteroatom_count H_Count C_Count Cl_Count Br_Count I_Count
iso-BAI-15mM-20T-1-294-For 1092.31 16.56 36.4 6.58 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-1-296-For 1093.78 22.07 63.97 15.44 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-2-298-For 1065.3 19.95 58.49 12.43 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-2-299-For 1096.01 20.22 79.66 17.66 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-2-300-For 1102.54 19.98 75.22 16.57 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-2-301-For 1125.85 16.94 56.58 10.79 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-2-302-For 1112.32 18.2 79.12 16.01 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-2-303-For 1092.86 18.34 79.2 15.88 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-3-306-For 1034.83 7.83 29.13 2.36 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-3-307-For 1090.2 11.18 34.8 4.24 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-3-308-For 1095.15 16.42 53.33 9.59 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-3-309-For 1105.47 17.75 59.95 11.76 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-3-310-For 1092.46 15.22 36.02 5.99 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-20T-3-311-For 1102.63 17.24 51.83 9.85 15 20 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-1-313-For 1067.31 8.82 34.93 3.29 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-1-314-For 1075.66 6.55 39.78 2.8 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-1-316-For 1083.15 7.48 40.18 3.25 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-1-317-For 1088.47 9.72 41.72 4.41 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-1-318-For 1075.08 12.12 42.59 5.55 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-1-319-For 1074.53 8.0 40.66 3.49 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-2-321-For 1072.26 7.31 33.15 2.6 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-2-322-For 1063.09 6.95 34.55 2.55 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-2-323-For 1016.96 8.94 31.36 2.85 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-2-324-For 1041.29 7.18 34.93 2.61 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-2-325-For 1040.26 8.07 32.73 2.75 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-2-326-For 1037.69 8.18 37.09 3.15 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-2-327-For 1035.15 8.21 38.57 3.28 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-3-329-For 1075.52 7.89 32.42 2.75 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-3-330-For 1085.17 8.78 32.83 3.13 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-3-331-For 1081.71 7.92 36.68 3.14 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-3-332-For 1057.62 8.73 35.7 3.29 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-3-333-For 1059.8 7.48 37.03 2.93 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-3-334-For 1062.94 6.39 41.35 2.81 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
iso-BAI-15mM-100T-3-335-For 1045.49 8.42 36.86 3.24 15 100 201.05 1 1 1 0 27.64 17.6096 6 0.6312 0.5 2 12 4 0 0 1
n-OAI-5mM-20T-1-337-For 1092.04 20.92 52.66 12.03 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-1-338-For 1073.67 20.12 36.63 7.91 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-1-339-For 1113.05 20.83 57.37 13.3 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-1-340-For 1114.72 20.6 69.1 15.86 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-1-341-For 1109.5 19.69 62.38 13.63 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-1-342-For 1123.22 19.91 68.43 15.3 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-1-343-For 1119.09 20.01 71.9 16.1 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-2-345-For 1094.51 23.49 65.82 16.92 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-2-346-For 1105.03 23.3 69.91 18.0 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-2-347-For 1111.96 23.72 75.59 19.93 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-2-348-For 1105.5 23.76 76.54 20.1 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-2-350-For 1112.62 22.4 76.09 18.96 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-2-351-For 1122.32 22.56 76.61 19.39 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-2-352-For 1115.05 22.65 75.01 18.95 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-3-353-For 1092.05 23.46 62.6 16.04 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-3-354-For 1102.5 23.3 62.14 15.96 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-3-355-For 1125.63 23.85 77.3 20.75 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-3-356-For 1122.62 23.74 70.67 18.83 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-3-358-For 1126.4 23.67 76.85 20.49 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-3-359-For 1124.07 23.45 77.85 20.52 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-20T-3-360-For 1113.17 23.4 76.46 19.92 5 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-1-361-For 1075.01 22.44 33.92 8.18 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-1-363-For 1128.0 23.78 72.55 19.46 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-1-364-For 1121.88 23.65 73.12 19.4 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-1-365-For 1115.08 23.66 71.18 18.78 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-1-366-For 1096.84 23.53 63.59 16.41 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-1-367-For 1096.68 23.54 54.35 14.03 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-1-368-For 1074.33 23.2 59.33 14.79 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-2-369-For 1044.34 15.31 59.65 9.53 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-2-370-For 1043.56 14.93 56.88 8.86 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-2-372-For 1027.46 14.65 57.72 8.69 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-2-373-For 1082.76 16.11 67.94 11.85 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-2-374-For 1054.63 16.54 65.37 11.4 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-3-377-For 1103.68 17.41 71.19 13.68 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-3-378-For 1095.56 17.22 71.31 13.45 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-3-379-For 1092.45 17.28 71.33 13.46 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-3-380-For 1082.74 16.98 69.52 12.78 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-3-381-For 1075.71 17.41 69.06 12.93 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-3-382-For 1065.27 17.57 69.13 12.94 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-5mM-100T-3-383-For 1066.7 17.67 68.61 12.93 5 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-1-385-For 1098.23 18.67 75.93 15.57 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-1-386-For 1113.48 18.56 74.77 15.45 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-1-387-For 1102.07 18.57 74.46 15.24 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-1-388-For 1080.48 18.47 72.71 14.51 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-1-389-For 1082.27 18.33 72.58 14.4 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-1-390-For 1089.47 18.54 73.45 14.84 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-1-391-For 1088.13 18.68 74.11 15.07 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-2-393-For 1021.29 18.99 34.71 6.73 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-2-394-For 1131.99 20.65 73.3 17.13 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-2-395-For 1135.88 20.67 75.49 17.72 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-2-396-For 1121.79 20.3 73.98 16.85 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-2-397-For 1046.57 17.51 50.68 9.29 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-2-398-For 1092.67 19.01 64.9 13.48 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-2-399-For 1083.81 19.09 70.07 14.5 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-3-401-For 1037.89 15.66 30.65 4.98 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-3-402-For 1126.94 18.85 69.06 14.67 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-3-403-For 1134.48 18.88 75.07 16.08 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-3-404-For 1142.64 18.69 76.01 16.23 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-3-405-For 1123.19 18.33 72.51 14.93 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-20T-3-406-For 1123.79 18.59 73.99 15.46 10 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-1-409-For 1114.41 18.64 61.96 12.87 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-1-410-For 1122.99 18.47 69.9 14.5 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-1-411-For 1112.37 18.45 68.83 14.12 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-1-412-For 1087.33 18.07 62.82 12.35 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-1-413-For 1078.43 17.11 59.18 10.92 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-1-414-For 1076.93 17.27 57.59 10.71 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-1-415-For 1073.37 17.2 65.5 12.09 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-2-418-For 1113.41 17.21 71.03 13.61 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-2-419-For 1115.16 1.0 864.59 9.64 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-2-420-For 1114.54 16.98 69.5 13.15 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-2-423-For 1107.43 17.71 67.13 13.17 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-3-425-For 1127.15 23.65 50.33 13.42 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-3-426-For 1142.27 23.53 66.29 17.82 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-3-427-For 1133.46 23.99 61.27 16.66 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-3-428-For 1125.36 23.71 67.49 18.01 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-3-429-For 1042.45 22.78 43.99 10.45 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-3-430-For 1093.67 23.5 65.97 16.96 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-10mM-100T-3-432-For 1016.23 22.3 62.0 14.05 10 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-1-433-For 1081.28 22.52 53.23 12.96 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-1-434-For 1092.03 22.21 57.84 14.03 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-1-435-For 1105.97 22.56 71.26 17.78 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-1-438-For 1093.32 22.14 67.04 16.23 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-1-439-For 1111.78 22.54 73.74 18.48 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-1-440-For 1112.53 22.46 73.63 18.4 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-2-441-For 1074.94 19.81 52.19 11.11 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-2-442-For 1090.24 19.86 65.48 14.18 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-2-443-For 1109.57 19.98 71.64 15.88 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-2-444-For 1073.56 19.42 55.36 11.54 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-2-446-For 1118.02 31.71 51.11 18.12 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-2-447-For 1113.43 51.61 33.68 19.36 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-3-450-For 1099.51 23.09 68.68 17.43 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-3-451-For 1109.74 23.65 66.94 17.57 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-3-453-For 1114.49 23.48 69.24 18.12 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-3-454-For 1114.66 23.52 71.93 18.86 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-3-455-For 1122.55 23.51 73.58 19.42 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-20T-3-456-For 1103.7 23.34 74.05 19.08 15 20 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-1-458-For 1142.6 20.17 74.94 17.27 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-1-459-For 1132.29 20.02 71.67 16.25 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-1-460-For 1124.76 20.18 72.43 16.44 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-1-461-For 1001.37 20.25 49.06 9.95 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-1-462-For 1103.42 20.8 69.33 15.91 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-1-463-For 1067.0 20.28 67.71 14.65 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-1-464-For 1049.68 19.26 63.36 12.81 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-2-466-For 1077.31 21.94 72.04 17.03 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-2-467-For 1056.71 21.81 59.41 13.69 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-2-468-For 1082.41 21.8 65.85 15.54 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-2-469-For 1083.1 21.6 68.49 16.03 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-2-471-For 1086.21 22.17 72.67 17.5 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-2-472-For 1078.3 22.2 61.19 14.65 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-3-473-For 1116.45 22.69 68.86 17.44 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-3-474-For 1113.25 21.99 56.84 13.92 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-3-475-For 1114.68 22.51 55.51 13.93 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-3-476-For 1106.95 22.2 57.59 14.15 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-3-477-For 1124.81 22.0 63.86 15.8 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-3-478-For 1123.7 22.22 64.54 16.11 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-OAI-15mM-100T-3-479-For 1122.67 22.73 70.72 18.05 15 100 257.1572 1 1 6 0 27.64 43.8323 10 0.4935 0.25 2 20 8 0 0 1
n-BAI-5mM-20T-1-49-Re 1087.62 21.93 45.69 10.9 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
n-BAI-5mM-20T-1-50-Re 1067.94 12.2 31.57 4.11 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
n-BAI-5mM-20T-1-51-Re 1084.13 20.74 41.75 9.38 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
n-BAI-5mM-20T-1-52-Re 1088.54 18.89 38.25 7.87 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
n-BAI-5mM-20T-1-53-Re 1098.75 20.04 45.12 9.93 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
n-BAI-5mM-20T-1-54-Re 1083.05 16.6 38.89 6.99 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
n-BAI-5mM-20T-1-55-Re 1090.91 13.47 38.92 5.72 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
n-BAI-5mM-20T-1-56-Re 1097.58 22.03 49.21 11.9 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
n-BAI-5mM-20T-2-57-Re 1060.9 15.2 42.35 6.83 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
n-BAI-5mM-20T-2-58-Re 1071.99 13.11 38.21 5.37 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
n-BAI-5mM-20T-2-59-Re 1087.01 18.61 45.43 9.19 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
n-BAI-5mM-20T-2-60-Re 1082.08 13.09 37.14 5.26 5 20 201.05 1 1 2 0 27.64 13.1194 6 0.6312 0.5 2 12 4 0 0 1
